inventory_id,entity_id,url,status_code,depth,title,page_kind,keyword_hits,language_hint,phone_candidates,email_candidates,form_fields,candidate_source_id,linked_from,source_status,confidence,last_checked,notes
WPI-0064,MEW,https://www.energyandwater.gov.lb/ar/details/100374/%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2-%D8%A7%D9%84%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A-%D9%84%D8%AD%D9%81%D8%B8-%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9,200,1,الموقع الرسمي لوزارة الطاقة والمياه | المركز اللبناني لحفظ الطاقة,coverage_or_branch,coverage_or_branch,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100374-D8-A7-D9-84-D9-85-D8-B1-D9-83,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0065,MEW,https://www.energyandwater.gov.lb/ar/associations,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-AR-ASSOCIATIONS,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0066,MEW,https://www.energyandwater.gov.lb/ar/claims,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnAction|hdnAction|hidden;txtFirstName|txtFirstName|الاسم|text;txtFatherName|txtFatherName|اسم الأب|text;txtLastName|txtLastName|الشهرة|text;txtAddress|txtAddress|العنوان الكامل|text;txtPhone|txtPhone|رقم الهاتف|tel;txtMobile|txtMobile|رقم الخليوي|tel;txtEmail|txtEmail|البريد الكتروني|email;rdoConfidentiality|rdoConfidentialityRemove|radio;rdoConfidentiality|rdoConfidentialityKeep|radio;chkViolationTypes[]|chkViolationTypes1|checkbox;chkViolationTypes[]|chkViolationTypes2|checkbox;chkViolationTypes[]|chkViolationTypes3|checkbox;chkViolationTypes[]|chkViolationTypes4|checkbox;chkViolationTypes[]|chkViolationTypes5|checkbox;txtOtherViolations|txtOtherViolations|مخالفات أخرى - الرجاء التحديد;txtViolationExtraInfo|txtViolationExtraInfo|(*) رقم المعاملة، تاريخ ومكان تسجيلها:|text,SRC-MEW-AR-CLAIMS,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0067,MEW,https://www.energyandwater.gov.lb/ar/details/100364/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87-1495109979,200,1,الموقع الرسمي لوزارة الطاقة والمياه | وزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100364-D9-88-D8-B2-D8-A7-D8-B1-D8-A9,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0068,MEW,https://www.energyandwater.gov.lb/ar/details/100365/%D8%B5%D9%84%D8%A7%D8%AD%D9%8A%D8%A7%D8%AA-%D9%88%D9%85%D9%87%D8%A7%D9%85-%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87,200,1,الموقع الرسمي لوزارة الطاقة والمياه | صلاحيات ومهام وزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;water_quality;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100365-D8-B5-D9-84-D8-A7-D8-AD-D9-8A,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0069,MEW,https://www.energyandwater.gov.lb/ar/details/100366/%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87,200,1,الموقع الرسمي لوزارة الطاقة والمياه | وزير الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100366-D9-88-D8-B2-D9-8A-D8-B1-D8-A7,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0070,MEW,https://www.energyandwater.gov.lb/ar/details/100500/%D8%A7%D9%84%D8%B3%D9%8A%D8%B1%D8%A9-%D8%A7%D9%84%D8%B0%D8%A7%D8%AA%D9%8A%D8%A9-%D9%84%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%8A%D8%A7%D9%87,200,1,الموقع الرسمي لوزارة الطاقة والمياه | السيرة الذاتية لوزير الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,1995;1997,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100500-D8-A7-D9-84-D8-B3-D9-8A-D8-B1,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0071,MEW,https://www.energyandwater.gov.lb/ar/details/100605/water-and-food-security-2018-2040-1592915478,200,1,الموقع الرسمي لوزارة الطاقة والمياه | Water and Food Security 2018-2040,forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100605-WATER-AND-FOOD-SECURITY-2018-,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0072,MEW,https://www.energyandwater.gov.lb/ar/details/100883/%D8%A7%D9%84%D8%AE%D8%B7%D8%A9-%D8%A7%D9%84%D9%88%D8%B7%D9%86%D9%8A%D8%A9-%D9%84%D9%84%D9%86%D9%87%D9%88%D8%B6-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D8%AF%D8%A7%D9%85-%D8%A8%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7-%D9%81%D9%8A-%D9%84%D8%A8%D9%86%D8%A7%D9%86,200,1,الموقع الرسمي لوزارة الطاقة والمياه | الخطة الوطنية للنهوض المستدام بقطاع الكهرباء في لبنان,forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100883-D8-A7-D9-84-D8-AE-D8-B7-D8-A9,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0073,MEW,https://www.energyandwater.gov.lb/ar/details/100886/lebanon-electricity-services-emergency-support-project-p177846-1692577811,200,1,الموقع الرسمي لوزارة الطاقة والمياه | Lebanon Electricity Services Emergency Support Project (P177846),forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100886-LEBANON-ELECTRICITY-SERVICES-,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0074,MEW,https://www.energyandwater.gov.lb/ar/details/100888/engagement-of-independent-verification-agent-iva-reference-no-moew-428-3-2022,200,1,"الموقع الرسمي لوزارة الطاقة والمياه | Engagement of Independent Verification Agent (IVA), Reference No.: MoEW/428/3/2022",forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100888-ENGAGEMENT-OF-INDEPENDENT-VER,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0075,MEW,https://www.energyandwater.gov.lb/ar/details/100889/engagement-of-independent-verification-agent-iva-reference-no-moew-428-5-2022,200,1,"الموقع الرسمي لوزارة الطاقة والمياه | Engagement of Independent Verification Agent (IVA), Reference No.: MoEW/428/5/2022",forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100889-ENGAGEMENT-OF-INDEPENDENT-VER,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0076,MEW,https://www.energyandwater.gov.lb/ar/details/100933/%D9%85%D8%AA%D8%A7%D8%A8%D8%B9%D8%A9-%D8%B7%D9%84%D8%A8%D8%A7%D8%AA-%D8%B1%D8%AE%D8%B5-%D8%A7%D9%84%D8%A7%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%AC%D9%88%D9%81%D9%8A%D8%A9,200,1,الموقع الرسمي لوزارة الطاقة والمياه | متابعة طلبات رخص الابار الجوفية,forms_or_documents,forms_or_documents,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100933-D9-85-D8-AA-D8-A7-D8-A8-D8-B9,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0077,MEW,https://www.energyandwater.gov.lb/ar/details/101117/%D8%A7%D9%84%D8%B5%D8%AF%D9%8A-%D8%AA%D8%A3%D9%87%D9%8A%D9%84-%D8%AE%D8%B7-%D8%A7%D9%84%D8%A7%D9%86%D8%A7%D8%A8%D9%8A%D8%A8-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-%D9%81%D9%8A-%D8%A7%D9%84%D8%AC%D8%A7%D9%86%D8%A8-%D8%A7%D9%84%D9%84%D8%A8%D9%86%D8%A7%D9%86%D9%8A-%D8%B6%D9%85%D9%86-%D9%85%D8%B3%D8%A7%D8%B1-%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D9%82%D8%A7%D9%84-%D9%84%D8%A7%D9%86%D8%AA%D8%A7%D8%AC-%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%BA%D8%A7%D8%B2,200,1,الموقع الرسمي لوزارة الطاقة والمياه | الصدي: تأهيل خط الانابيب العربي في الجانب اللبناني ضمن مسار الانتقال لانتاج الطاقة على الغاز,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-101117-D8-A7-D9-84-D8-B5-D8-AF-D9-8A,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0078,MEW,https://www.energyandwater.gov.lb/ar/details/101118/%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D9%84%D8%A7-%D9%87%D8%AF%D8%B1-%D9%81%D9%8A-%D9%86%D8%A7%D9%82%D9%84%D8%A9-%D8%A7%D9%84%D9%86%D9%81%D8%B7-BASILIS-L-%D8%A8%D9%84-%D8%B5%D8%B9%D9%88%D8%A8%D8%A7%D8%AA-%D8%AC%D8%B1%D8%A7-%D8%AA%D8%AF%D8%A7%D8%B9%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8,200,1,"الموقع الرسمي لوزارة الطاقة والمياه | ‏""الطاقة"": لا هدر في ناقلة النفط ""BASILIS L"" بل صعوبات جراء تداعيات الحرب",forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-101118-D8-A7-D9-84-D8-B7-D8-A7-D9-82,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0079,MEW,https://www.energyandwater.gov.lb/ar/details/99834/%D8%B3%D9%8A%D8%B1%D8%A9-%D8%B0%D8%A7%D8%AA%D9%8A%D8%A9,200,1,الموقع الرسمي لوزارة الطاقة والمياه | المدير العام للموارد المائية والكهربائية: سيرة ذاتية,forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,1960;1987;1993;1999,gdher@terra.net.lb,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-99834-D8-B3-D9-8A-D8-B1-D8-A9-D8-B0-,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0080,MEW,https://www.energyandwater.gov.lb/ar/details/99852/%D9%87%D9%8A%D8%A6%D8%A9-%D8%A5%D8%AF%D8%A7%D8%B1%D8%A9-%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%A8%D8%AA%D8%B1%D9%88%D9%84,200,1,الموقع الرسمي لوزارة الطاقة والمياه | هيئة إدارة قطاع البترول,forms_or_documents,forms_or_documents;service_request;legal_or_mandate;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-99852-D9-87-D9-8A-D8-A6-D8-A9-D8-A5-,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0081,MEW,https://www.energyandwater.gov.lb/ar/faq,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-AR-FAQ,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0082,MEW,https://www.energyandwater.gov.lb/ar/home,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-AR-HOME,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0083,MEW,https://www.energyandwater.gov.lb/ar/listing/awareness-campaigns/electricity?l=3,200,1,الموقع الرسمي لوزارة الطاقة والمياه | حملات توعية,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,SRC-MEW-AWARENESS-CAMPAIGNS-ELECTRICITY,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0084,MEW,https://www.energyandwater.gov.lb/ar/listing/awareness-campaigns/petrolium?l=3,200,1,الموقع الرسمي لوزارة الطاقة والمياه | حملات توعية,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,SRC-MEW-AWARENESS-CAMPAIGNS-PETROLIUM,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0085,MEW,https://www.energyandwater.gov.lb/ar/listing/awareness-campaigns/saving-energy?l=3,200,1,الموقع الرسمي لوزارة الطاقة والمياه | حملات توعية,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,SRC-MEW-AWARENESS-CAMPAIGNS-SAVING-ENERGY,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0086,MEW,https://www.energyandwater.gov.lb/ar/listing/awareness-campaigns/water?l=3,200,1,الموقع الرسمي لوزارة الطاقة والمياه | حملات توعية,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;cmbCategories|cmbCategories,SRC-MEW-AWARENESS-CAMPAIGNS-WATER,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0087,MEW,https://www.energyandwater.gov.lb/ar/listing/bids?l=4,200,1,الموقع الرسمي لوزارة الطاقة والمياه | تصنيف,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;hdnCategoryId|hidden,SRC-MEW-LISTING-BIDS,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0088,MEW,https://www.energyandwater.gov.lb/ar/listing/e-services/e-formulaires?l=4,200,1,الموقع الرسمي لوزارة الطاقة والمياه | الخدمات الالكترونية,forms_or_documents,forms_or_documents,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;hdnCategoryId|hidden,SRC-MEW-E-SERVICES-E-FORMULAIRES,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0089,MEW,https://www.energyandwater.gov.lb/ar/listing/e-services/guidlines?l=4,200,1,الموقع الرسمي لوزارة الطاقة والمياه | الخدمات الالكترونية,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;hdnCategoryId|hidden,SRC-MEW-E-SERVICES-GUIDLINES,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0090,MEW,https://www.energyandwater.gov.lb/ar/listing/e-services/regulations?l=4,200,1,الموقع الرسمي لوزارة الطاقة والمياه | الخدمات الالكترونية,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;hdnCategoryId|hidden,SRC-MEW-E-SERVICES-REGULATIONS,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0091,MEW,https://www.energyandwater.gov.lb/ar/listing/national-dams?l=3,200,1,الموقع الرسمي لوزارة الطاقة والمياه | السدود الوطنية,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnListingLayout|hidden;txtFilterKeywords|txtFilterKeywords|البحث|text;hdnCategoryId|hidden;cmbRegions|cmbRegions,SRC-MEW-LISTING-NATIONAL-DAMS,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0092,MEW,https://www.energyandwater.gov.lb/ar/ministers,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-AR-MINISTERS,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0093,MEW,https://www.energyandwater.gov.lb/ar/prices?type=1,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnPriceTypeId|hdnPriceTypeId|hidden;txtFromDate|txtFromDate|من تاريخ|text;txtToDate|txtToDate|إلى تاريخ|text,SRC-MEW-AR-PRICES,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0094,MEW,https://www.energyandwater.gov.lb/ar/prices?type=2,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnPriceTypeId|hdnPriceTypeId|hidden;txtFromDate|txtFromDate|من تاريخ|text;txtToDate|txtToDate|إلى تاريخ|text,SRC-MEW-AR-PRICES,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0095,MEW,https://www.energyandwater.gov.lb/ar/prices?type=3,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnPriceTypeId|hdnPriceTypeId|hidden;txtFromDate|txtFromDate|من تاريخ|text;txtToDate|txtToDate|إلى تاريخ|text,SRC-MEW-AR-PRICES,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0096,MEW,https://www.energyandwater.gov.lb/ar/prices?type=4,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnPriceTypeId|hdnPriceTypeId|hidden;txtFromDate|txtFromDate|من تاريخ|text;txtToDate|txtToDate|إلى تاريخ|text,SRC-MEW-AR-PRICES,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0097,MEW,https://www.energyandwater.gov.lb/ar/prices?type=5,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnPriceTypeId|hdnPriceTypeId|hidden;txtFromDate|txtFromDate|من تاريخ|text;txtToDate|txtToDate|إلى تاريخ|text,SRC-MEW-AR-PRICES,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0098,MEW,https://www.energyandwater.gov.lb/ar/register-business,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text;hdnCategoryId|hidden;txtCompanyName|txtCompanyName|اسم الشركة*|text;txtFirstName|txtFirstName|الشخص المسؤول*|text;txtEmail|txtEmail|البريد الإلكتروني*|email;txtPhone|txtPhone|هاتف*|tel;cmbCountry|cmbCountry;hdnSubject|hidden;txtMessage|txtMessage|الرسالة,SRC-MEW-AR-REGISTER-BUSINESS,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0099,MEW,https://www.energyandwater.gov.lb/ar/timeline,200,1,الموقع الرسمي لوزارة الطاقة والمياه |,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-AR-TIMELINE,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0100,MEW,https://www.energyandwater.gov.lb/ar/useful-links,200,1,الموقع الرسمي لوزارة الطاقة والمياه,forms_or_documents,forms_or_documents;service_request;projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-AR-USEFUL-LINKS,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0101,MEW,https://www.energyandwater.gov.lb/ar/details/100368/%D8%A7%D9%84%D9%85%D8%AF%D9%8A%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9-%D9%84%D9%84%D9%85%D9%88%D8%A7%D8%B1%D8%AF-%D8%A7%D9%84%D9%85%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A%D8%A9,200,1,الموقع الرسمي لوزارة الطاقة والمياه | المديرية العامة للموارد المائية والكهربائية,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100368-D8-A7-D9-84-D9-85-D8-AF-D9-8A,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
WPI-0102,MEW,https://www.energyandwater.gov.lb/ar/details/100373/%D9%87%D9%8A%D8%A6%D8%A7%D8%AA-%D9%88%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D9%85%D8%A7%D8%A6%D9%8A%D8%A9-%D9%88%D8%B7%D8%A7%D9%82%D8%A7%D9%88%D9%8A%D8%A9,200,1,الموقع الرسمي لوزارة الطاقة والمياه | هيئات ومشاريع مائية وطاقاوية,projects_or_irrigation,projects_or_irrigation,ar,,,hdnRootFldr|hdnRootFldr|hidden;cmbMinistriesSites|cmbMinistriesSites;txtGlobalKeywords|txtGlobalKeywords|البحث|text,SRC-MEW-100373-D9-87-D9-8A-D8-A6-D8-A7-D8-AA,SRC-MEW-DGI,official_candidate,medium,2026-05-31,
