resolution_id,municipality_id,municipality_key,municipality_name_en,municipality_name_ar,district,governorate,water_entity_id,water_entity_name,branch_service_center_id,branch_service_center_name,branch_service_center_phone,branch_service_center_address,resolution_basis,confidence,source_ids,verification_status,retrieved_date,notes
WER-MUN-MOIM-2025-073e4d4b903e,MUN-MOIM-2025-073e4d4b903e,MUN-MOIM-2025-073e4d4b903e,,دير بابا,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-07b829d10312,MUN-MOIM-2025-07b829d10312,MUN-MOIM-2025-07b829d10312,,حارة بعاصير+ بعاصير,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-089c36cca183,MUN-MOIM-2025-089c36cca183,MUN-MOIM-2025-089c36cca183,,السعديات,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-09606bcc853c,MUN-MOIM-2025-09606bcc853c,MUN-MOIM-2025-09606bcc853c,,دير دوريت,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-0d21891ef3be,MUN-MOIM-2025-0d21891ef3be,MUN-MOIM-2025-0d21891ef3be,,كفرحيم,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-0dd899178f6b,MUN-MOIM-2025-0dd899178f6b,MUN-MOIM-2025-0dd899178f6b,,مجد المعوش,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-103f87a39d7d,MUN-MOIM-2025-103f87a39d7d,MUN-MOIM-2025-103f87a39d7d,,معاصر بيت الدين,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-1eb23ad0b667,MUN-MOIM-2025-1eb23ad0b667,MUN-MOIM-2025-1eb23ad0b667,,بتلون,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-25ac48d36506,MUN-MOIM-2025-25ac48d36506,MUN-MOIM-2025-25ac48d36506,,عين الحور,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-2aecbd3a020e,MUN-MOIM-2025-2aecbd3a020e,MUN-MOIM-2025-2aecbd3a020e,,دير القمر,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-31e13ed82057,MUN-MOIM-2025-31e13ed82057,MUN-MOIM-2025-31e13ed82057,,الفريديس+الباروك,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-347ff5b88eae,MUN-MOIM-2025-347ff5b88eae,MUN-MOIM-2025-347ff5b88eae,,كفرفاقود,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-384c3752383d,MUN-MOIM-2025-384c3752383d,MUN-MOIM-2025-384c3752383d,,سرجبال,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-444125e646de,MUN-MOIM-2025-444125e646de,MUN-MOIM-2025-444125e646de,,البيره,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-452282614875,MUN-MOIM-2025-452282614875,MUN-MOIM-2025-452282614875,,بيت الدين,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-4c242c8fd2a7,MUN-MOIM-2025-4c242c8fd2a7,MUN-MOIM-2025-4c242c8fd2a7,,بريح,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-6165a2bc653c,MUN-MOIM-2025-6165a2bc653c,MUN-MOIM-2025-6165a2bc653c,,المشرف,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-6526a6bfcdfc,MUN-MOIM-2025-6526a6bfcdfc,MUN-MOIM-2025-6526a6bfcdfc,,كفرقطره,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-65ea6edee222,MUN-MOIM-2025-65ea6edee222,MUN-MOIM-2025-65ea6edee222,,الورهانية,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-6c14a9143e9d,MUN-MOIM-2025-6c14a9143e9d,MUN-MOIM-2025-6c14a9143e9d,,الجاهلية,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-71001331d79d,MUN-MOIM-2025-71001331d79d,MUN-MOIM-2025-71001331d79d,,الفواره,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-a01f9aa569b6,MUN-MOIM-2025-a01f9aa569b6,MUN-MOIM-2025-a01f9aa569b6,,وادي الست,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-aa3930003a51,MUN-MOIM-2025-aa3930003a51,MUN-MOIM-2025-aa3930003a51,,دميت,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-b71127e34c92,MUN-MOIM-2025-b71127e34c92,MUN-MOIM-2025-b71127e34c92,,الدبيه,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-b7be3f77e0ff,MUN-MOIM-2025-b7be3f77e0ff,MUN-MOIM-2025-b7be3f77e0ff,,كفرنبرخ,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-cbb0e817bbf0,MUN-MOIM-2025-cbb0e817bbf0,MUN-MOIM-2025-cbb0e817bbf0,,جدرا ووادي الزينه,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-d01c90fe8c88,MUN-MOIM-2025-d01c90fe8c88,MUN-MOIM-2025-d01c90fe8c88,,عين زحلتا,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-d329d880e12d,MUN-MOIM-2025-d329d880e12d,MUN-MOIM-2025-d329d880e12d,,دير كوشه,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-d7148e7a53dd,MUN-MOIM-2025-d7148e7a53dd,MUN-MOIM-2025-d7148e7a53dd,,بشتفين,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-e8bf8393d2d4,MUN-MOIM-2025-e8bf8393d2d4,MUN-MOIM-2025-e8bf8393d2d4,,الدامور,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-MUN-MOIM-2025-f6e74cbb3155,MUN-MOIM-2025-f6e74cbb3155,MUN-MOIM-2025-f6e74cbb3155,,كفرنيس,Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51585,51585,MUN-DGLAC-51585,Aalman and Mzaira at Al-Barghoutiyya,علمان ومزرعة البرغوتية,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51315,51315,MUN-DGLAC-51315,Ain Ouzain,عين وزين,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51324,51324,MUN-DGLAC-51324,Ain Qenye,عين قني,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51297,51297,MUN-DGLAC-51297,Ainab,عينبال,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51261,51261,MUN-DGLAC-51261,Ainout,عانوت,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51270,51270,MUN-DGLAC-51270,Aitryoun,عترين,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51369,51369,MUN-DGLAC-51369,Al Kholouniyeh,الكحلونية,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51117,51117,MUN-DGLAC-51117,Al Khreibeh,الخريبة,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51486,51486,MUN-DGLAC-51486,Al Matallah,المطله,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51432,51432,MUN-DGLAC-51432,Al Mukhtara,المختارة,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51279,51279,MUN-DGLAC-51279,Amatour,عماطور,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51207,51207,MUN-DGLAC-51207,Az-Zuweiriyah,الزعرورية,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51018,51018,MUN-DGLAC-51018,Baadaran,بعذران,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51027,51027,MUN-DGLAC-51027,Baakline,بعقلين,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51009,51009,MUN-DGLAC-51009,Baassir,بعاصير,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-50964,50964,MUN-DGLAC-50964,Barja,برجا,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-50982,50982,MUN-DGLAC-50982,Bassaba,بسابا,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-50937,50937,MUN-DGLAC-50937,Bater,باتر,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51567,51567,MUN-DGLAC-51567,Bourjein & Mrayjet,البرجين والمريجات,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51000,51000,MUN-DGLAC-51000,Btouma,بطمة,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
WER-51243,51243,MUN-DGLAC-51243,Chehim,شحيم,El Chouf,Mount Lebanon,BMLWE,Beirut and Mount Lebanon Water Establishment,BMLWE-COAST-METN,Coast of Metn Department,,Borj Hammoud - St. Joseph Street,municipality_service_mapping_plus_branch_hint,medium_high,SRC-BMLWE-ABOUT;SRC-BMLWE-CONTACT,source_backed_entity_scope_branch_hint,2026-05-31,Entity resolved from municipality_service_mappings.csv; branch is a district/service-area hint and should not override exact office instructions.
